Site_Name,Stream_Name ,Date_Collected,Sample_Type,Sample_ID,Running_Number,L_Volume,Vial_Volume,Concentration_Factor ,13-C3_Caffeine,Acetaminophen,Amoxicillin,Ampicillin,Atenolol_MRT,Caffeine,Buspirone,Bifenthrin,Beta_cyfluthrin,Benzophenone_3,Benzophenone_1,Atrazine,Carbamazepine_A,Carbaryl,Chlortetracycline,Erythromycin,DEET,Cyhalothrin,Clothianidin,Clarithromycin,Citalopram,Chlortetracycline,Chlorpyrifos,Esfenvalerate_UNCONF,Fluoxetine,Glyphosate_ND,Ibuprofen_UNCONF,Imidacloprid,Ketoprofen,Malathion,Erythromycin,Metformin,Metoprolol_MRT,Naproxen,Ofloxacin,Oxytetracycline,Sulfadiazine,Sucralose,Simazine,Permethrin,Sulfadimethoxine,Sulfamethazine,Sulfamethoxazole,Tetracycline,Theobromine,Thiamethoxam_d3,Thiamethoxam,Thiacloprid,Trimethoprim_MRT,4_t_Octylphenol,Venlafaxine,Benzylbutyl_phthalate,Bis2ethylhexyl_Dioctylphthlate,Butylparaben,Diethyl_phthalateA,Dipropyl_phthalate,EthylparabenA,Nitrate,N_Blank,TotalN,Nutrient_Sample_ID,TotalP,T_Blank,Total_P,pH,NO3N,NH4N,PO4P,Chloride,Nitrite,Sulfate,Nitrate,Phosphate,11B,23Na,26Mg,27Al,31P,39K ,44Ca,45Sc ,48Ti,55Mn,56Fe ,59Co,60Ni,63Cu,64Zn,75As,78Se,88Sr,89Y,95Mo,111Cd,115In,121Sb,137Ba,140Ce,159Tb,208Pb,45Sc,28Si,45Sc ,31P.16O,59Co,32S.16O,49Ti,S_ppm
Upper_Spruce_Creek_Church ,Spruce_Creek,10282021,POCIS ,92-TVFF21,TVFF21-0137,,,,NA,0.0017,NA,NA,NA,0.0095,NA,NA,NA,0.0011,NA,0.0253,0.0041,0.0001,NA,NA,0.0013,NA,0.0019,NA,NA,NA,NA,1.0103,NA,NA,NA,1.2078,0.0003,0,NA,NA,NA,0.0003,NA,0.0364,NA,NA,0.0001,3.2739,0,NA,0.0003,NA,0.0009,NA,NA,NA,0.0009,NA,0.0004,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_W_Harvey,Spruce_Creek,10282021,POCIS ,93-TVFF21,TVFF21-0138,,,,NA,0.0002,NA,NA,NA,0.0053,NA,NA,NA,0.0009,0.0001,0.0287,0.0027,0.0001,0,NA,0.0009,NA,0.0023,NA,0.0001,0,NA,NA,NA,NA,NA,0.0007,0.0002,0,NA,0.0001,NA,0.0009,0,NA,NA,NA,0.0001,NA,NA,NA,0.0001,NA,0.0014,NA,NA,NA,NA,NA,0.0004,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower_Warriors_Mark_Run ,Warriors_Mark_Run ,10282021,POCIS ,94-TVFF21,TVFF21-0139,,,,NA,0.0003,NA,NA,NA,0.0032,0.0004,NA,NA,0.0001,0.0001,0.0165,0.0018,0.0001,0,NA,0.0004,NA,0.0021,NA,0.0001,0,NA,NA,NA,NA,0.2989,1.2083,NA,0,NA,0.0002,NA,0.0008,0.0001,NA,0.84,NA,0.0026,NA,NA,NA,NA,NA,0.0006,NA,NA,0,NA,NA,0.0002,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Warriors_Mark_Run ,Warriors_Mark_Run ,10282021,POCIS ,95-TVFF21,TVFF21-0140,,,,NA,0.0007,NA,NA,NA,0.0028,NA,NA,NA,0,NA,0.0132,0.0016,0.0001,NA,NA,0.0004,NA,0.0022,NA,NA,NA,NA,NA,NA,NA,1.3505,1.2082,0,0.0001,NA,0.0001,NA,0.0004,0,0.0614,0.8401,NA,0.0002,NA,NA,NA,NA,NA,0.0006,NA,NA,NA,NA,NA,0.0001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith_Nelson,Warriors_Mark_Run ,10282021,POCIS ,96-TVFF21,TVFF21-0141,,,,NA,0.0004,NA,NA,NA,0.0017,NA,NA,NA,0.0001,NA,0.0228,NA,0.0001,0,NA,0.0007,NA,0.0062,NA,0,0,NA,NA,NA,NA,0.202,0.0007,0,0,NA,NA,0.3975,0.0004,0,NA,0.8333,NA,0.0016,NA,NA,0.0004,NA,0.0004,0.0003,NA,NA,NA,0.0002,NA,0.0002,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_By_Bridge ,Halfmoon_Creek ,10282021,POCIS ,97-TVFF21,TVFF21-0142,,,,NA,0.0001,0.0001,NA,NA,0.0178,NA,NA,NA,0.0002,NA,0.0107,0.0178,0,NA,NA,0.0011,NA,0.0009,NA,NA,NA,NA,1.0104,0.6332,NA,0.588,0.001,0.0002,0,NA,NA,0.3975,0.0005,0,NA,0.8401,NA,0.0011,NA,NA,NA,0.0006,NA,0.0008,NA,NA,NA,0.0085,NA,0.001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loville,Halfmoon_Creek ,10282021,POCIS ,98-TVFF21,TVFF21-0143,,,,NA,0.0008,NA,NA,NA,0.0052,0.0007,NA,NA,0.0001,0.0001,0.0182,NA,0,NA,NA,0.0026,NA,0.0033,NA,0.0002,NA,NA,NA,NA,NA,NA,1.2082,0.0001,0,NA,NA,0.3976,0.0006,0.0001,NA,0.8401,NA,0.0001,NA,NA,NA,NA,NA,0.0008,NA,NA,NA,NA,NA,0.0001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_After_Confluence ,Halfmoon_Creek ,10282021,POCIS ,99-TVFF21,TVFF21-0144,,,,NA,0.0003,NA,NA,NA,0.0239,NA,NA,NA,0.0001,NA,0.0125,0.0136,0.0001,0,NA,0.0015,0.2296,0.0013,NA,NA,0,NA,1.0103,NA,NA,NA,0.001,0.0001,0,NA,NA,0.3976,0.0012,NA,NA,0.8343,NA,0,NA,NA,NA,0.0008,NA,0.0028,NA,NA,NA,0.006,NA,0.0009,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field Blank_10282021,All_Sites ,10282021,POCIS ,100-TVFF21,Field Blank_10282021,,,,NA,NA,NA,NA,NA,0.0015,NA,NA,NA,0.0024,NA,0.0005,0.0001,0.0001,NA,NA,0.0002,NA,NA,NA,0,NA,0.0009,1.0104,0.6331,NA,NA,NA,0,0,NA,NA,NA,0.0046,NA,NA,0.8247,NA,NA,NA,NA,NA,NA,NA,0.0001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag_Progress_Days ,Spruce_Creek,11092021,POCIS ,101-TVFF21,TVFF21-0145,,,,NA,0.0007,NA,NA,NA,0.0011,NA,NA,NA,0.0011,0.0001,0.0081,NA,0.0001,0,NA,0.0003,NA,2.2835,NA,0,0,NA,NA,NA,NA,NA,1.2079,0.0001,NA,NA,NA,NA,0.0006,0,NA,0.8395,NA,0.0016,NA,NA,NA,NA,NA,0.0003,NA,NA,NA,0.0001,NA,0.0001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Spruce_Creek_Church ,Spruce_Creek,11092021,POCIS ,102-TVFF21,TVFF21-0146,,,,NA,0.0019,NA,NA,NA,0.0089,NA,NA,NA,0.0001,0.0001,0.0164,0.0057,0,0,NA,0.0007,NA,0.002,NA,0.0002,0,NA,NA,0.6332,NA,0.2183,1.208,NA,0,NA,NA,0.3976,0.0025,0,0.0402,0.8398,NA,0.0019,NA,NA,NA,0.0002,NA,0.0005,NA,NA,NA,0.0013,NA,0.0003,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_W_Harvey,Spruce_Creek,11092021,POCIS ,103-TVFF21,TVFF21-0147,,,,NA,0.0003,NA,NA,NA,0.0047,NA,NA,NA,0,0.0001,0.0188,0.004,0.0001,0,NA,0.0007,NA,0.0021,NA,0.0001,0,NA,NA,NA,NA,NA,0.0006,NA,0,NA,NA,0.3974,0.0007,0,NA,NA,NA,0.0001,NA,NA,NA,0.0001,NA,0.0011,NA,NA,0,0.0004,NA,0.0004,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower_Warriors_Mark_Run ,Warriors_Mark_Run ,11092021,POCIS ,104-TVFF21,TVFF21-0148,,,,NA,0.0005,NA,NA,NA,0.0025,NA,NA,NA,0.0007,NA,0.0158,0.0014,0.0001,NA,NA,0.0006,NA,0.0035,NA,0.0001,NA,NA,NA,0.6332,NA,NA,1.2081,0.0002,0,NA,0.0003,NA,0.0005,0,NA,0.8401,NA,0.0017,NA,NA,NA,0.0001,NA,0.0005,0,NA,NA,NA,NA,0.0002,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Warriors_Mark_Run ,Warriors_Mark_Run ,11112021,POCIS ,105-TVFF21,TVFF21-0149,,,,NA,0.0026,0.0001,NA,NA,0.0029,NA,NA,NA,0.0001,NA,0.0132,0.0031,0.0001,0,NA,0.0004,NA,0.0029,NA,0.0001,0,NA,NA,NA,NA,NA,1.2081,0.0001,0,NA,0.0002,NA,0.0004,0,NA,0.8393,NA,0.0017,NA,NA,NA,NA,NA,0.0009,NA,NA,NA,NA,NA,0.0001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith_Nelson,Warriors_Mark_Run ,11112021,POCIS ,106-TVFF21,TVFF21-0150,,,,NA,0.0006,NA,NA,NA,0.0017,NA,NA,NA,0.0009,NA,0.0147,NA,0.0001,0,NA,0.0003,0.2299,0.0069,NA,NA,0,NA,1.0104,NA,NA,NA,0.001,NA,0,NA,0.0002,0.3972,0.0005,0,NA,0.8384,NA,0.0013,3.2739,NA,0.0004,NA,NA,0.0006,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_By_Bridge ,Halfmoon_Creek ,11112021,POCIS ,107-TVFF21,TVFF21-0151,,,,NA,0.0002,0.0001,NA,NA,0.015,NA,NA,NA,0.0009,0.0002,0.0096,0.0225,0,0,NA,0.0009,NA,0.0017,NA,0,0,NA,1.0104,0.6332,NA,NA,0.0009,0,0,NA,NA,0.3968,0.0006,0.0001,NA,0.8401,NA,0.0012,NA,NA,NA,0.0006,NA,0.0008,NA,NA,NA,0.0089,NA,0.0013,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loville,Halfmoon_Creek ,11112021,POCIS ,108-TVFF21,TVFF21-0152,,,,NA,0.0009,NA,NA,NA,0.0024,NA,NA,NA,0.0008,NA,0.0138,0,0.0013,NA,NA,0.0004,0.23,0.0044,NA,0.0009,NA,NA,NA,NA,NA,NA,1.2083,0.0001,0,NA,NA,NA,0.0002,NA,NA,NA,NA,0.0011,NA,NA,NA,NA,NA,0.0008,NA,NA,NA,NA,NA,0.0001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_After_Confluence ,Halfmoon_Creek ,11112021,POCIS ,109-TVFF21,TVFF21-0153,,,,NA,0.0003,NA,NA,NA,0.0134,NA,NA,NA,0,0.0001,0.0109,0.0094,0,NA,NA,0.0008,0.2267,0.0024,NA,0.0001,NA,NA,NA,NA,NA,NA,0.0007,0.0001,0,NA,NA,0.3972,0.0007,0,NA,NA,NA,0.0009,NA,NA,NA,0.0005,NA,0.001,NA,NA,NA,0.0058,NA,0.0009,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field_Blank_11112021,All_Sites ,11112021,POCIS ,110-TVFF21,Field_Blank_11112021,,,,NA,0.0001,NA,NA,NA,0.0006,NA,NA,NA,0.0021,NA,0.0003,0.0001,NA,NA,NA,0.0001,NA,NA,0,0,NA,0.0009,1.0101,0.6332,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,0.8387,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag_Progress_Days ,Spruce_Creek,12022021,POCIS ,111-TVFF21,TVFF21-0154,,,,NA,0.0012,NA,NA,NA,0.0011,NA,NA,NA,0.0009,NA,0.0102,NA,0.0001,0,NA,0.0006,NA,NA,NA,NA,0,NA,NA,NA,NA,0.2506,1.208,0,NA,NA,NA,NA,0.0005,0,NA,0.8351,NA,0.0019,NA,0,NA,NA,NA,0.0003,NA,NA,NA,0.0002,NA,0,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Spruce_Creek_Church ,Spruce_Creek,12022021,POCIS ,112-TVFF21,TVFF21-0155,,,,NA,0.0062,NA,NA,NA,0.0257,NA,NA,NA,0.0008,NA,0.0272,0.0065,0.0002,NA,NA,0.0005,0.2297,0.0019,NA,0.0001,NA,NA,NA,NA,NA,NA,0.0007,0.0001,0,NA,NA,0.3977,0.0006,0,NA,0.8398,NA,0.0029,3.2739,0,NA,0.0008,NA,0.0013,NA,NA,NA,0.0019,NA,0.0005,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_W_Harvey,Spruce_Creek,12022021,POCIS ,113-TVFF21,TVFF21-0156,,,,NA,0.0004,NA,NA,NA,0.0121,NA,NA,NA,0.001,NA,0.0214,0.0033,0.0001,NA,NA,0.0003,NA,0.0023,NA,0.0001,NA,NA,NA,0.6332,NA,NA,1.2079,0.0002,0,NA,0.0001,NA,0.0002,0,NA,NA,NA,0,NA,NA,NA,0.0003,NA,0.0021,NA,NA,NA,0.0003,NA,0.0002,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower_Warriors_Mark_Run ,Warriors_Mark_Run ,12022021,POCIS ,114-TVFF21,TVFF21-0157,,,,NA,0.0005,NA,NA,NA,0.003,NA,NA,NA,0.0005,NA,0.025,0.0034,0.0001,0,NA,0.0008,0.2285,0.0027,NA,NA,0,NA,NA,NA,NA,NA,1.2081,0,0,NA,0.0003,NA,0.0002,0,NA,0.8401,NA,0.0001,NA,0,NA,NA,NA,0.0004,NA,NA,NA,NA,NA,0.0001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Warriors_Mark_Run ,Warriors_Mark_Run ,12022021,POCIS ,115-TVFF21,TVFF21-0158,,,,NA,0.0004,NA,NA,NA,0.0035,NA,NA,NA,0.0007,NA,0.0148,0.0029,0.0002,NA,NA,0.0006,NA,0.0024,NA,0.0001,NA,NA,1.0104,NA,NA,0.131,1.2081,0.0003,0,NA,0.0002,NA,0.0004,0,NA,0.8401,NA,0.0021,NA,0,NA,NA,NA,0.0006,NA,NA,NA,NA,NA,0.0001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith_Nelson,Warriors_Mark_Run ,12022021,POCIS ,116-TVFF21,TVFF21-0159,,,,NA,0.0011,NA,NA,NA,0.0028,NA,NA,NA,0.0002,0.0002,0.0205,NA,0,NA,NA,0.0002,0.2275,0.0062,NA,NA,NA,NA,1.0103,NA,NA,NA,0.0008,0.0001,0,NA,0.0005,0.3968,0.0003,0.0001,NA,0.8401,NA,0.0001,NA,0.0009,0.0006,NA,NA,0.0013,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_By_Bridge ,Halfmoon_Creek ,12022021,POCIS ,117-TVFF21,TVFF21-0160,,,,NA,0.0007,NA,NA,NA,0.0615,NA,NA,NA,0.0002,NA,0.0098,0.0237,0.0021,0,NA,0.0008,NA,0.0017,NA,NA,0,NA,NA,0.6332,NA,0.481,0.0011,0,NA,NA,NA,0.397,0.0006,0,NA,NA,NA,0.0016,NA,NA,NA,0.0022,NA,0.0035,NA,NA,NA,0.0123,NA,0.002,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loville,Halfmoon_Creek ,12022021,POCIS ,118-TVFF21,TVFF21-0161,,,,NA,0.001,NA,NA,NA,0.0111,NA,NA,NA,0.0007,0.0001,0.0163,0,0,NA,NA,0.001,NA,0.0041,NA,0.0002,NA,NA,1.0104,NA,NA,0.5362,1.2081,0,0,NA,NA,NA,0.0004,0.0001,NA,NA,NA,0.0001,NA,NA,NA,0,NA,0.0018,NA,NA,NA,0.0008,NA,0.0001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_After_Confluence ,Halfmoon_Creek ,12022021,POCIS ,119-TVFF21,TVFF21-0162,,,,NA,0.0006,NA,NA,NA,0.0505,NA,NA,NA,0.0001,0.0001,0.012,0.0181,0,0,NA,0.0009,0.2282,0.0021,NA,NA,0,NA,1.0104,0.6332,NA,NA,0.0009,0.0001,NA,NA,NA,0.3972,0.0009,0.0001,NA,NA,NA,0.0001,NA,NA,NA,0.0019,NA,0.0037,NA,NA,NA,0.0091,NA,0.0017,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Field_Blank_12222021,All_Sites ,12022021,POCIS ,120-TVFF21,TVFF21-0163,,,,NA,0.0002,NA,NA,NA,NA,NA,NA,NA,0.0016,NA,0.0005,0.0002,NA,NA,NA,0.0003,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0.8335,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ag_Progress_Days ,Spruce_Creek,12162021,POCIS ,121-TVFF21,TVFF21-0164,,,,NA,0.0002,NA,NA,NA,0.002,0.0003,NA,NA,0.0018,0.0001,0.0094,0,0.0001,0,NA,0.0006,NA,0.0008,NA,0.0001,0,0,1.0103,NA,NA,NA,1.2079,0.0002,0,NA,0.0001,0.3978,0.0019,0.0121,NA,0,NA,0.002,3.2739,0,NA,NA,NA,0.001,0,NA,NA,0.0003,NA,0.0002,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Spruce_Creek_Church ,Spruce_Creek,12162021,POCIS ,122-TVFF21,TVFF21-0165,,,,NA,0.0069,NA,NA,NA,0.019,NA,NA,NA,0.0012,NA,0.0319,0.0052,0.0001,NA,NA,0.0007,NA,0.0019,NA,0.0002,NA,NA,1.0103,NA,NA,NA,1.208,0.0001,0,NA,NA,NA,0.0003,0.0061,0.0397,NA,NA,0.0035,NA,0,NA,0.0006,NA,0.0026,NA,NA,NA,0.002,NA,0,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_W_Harvey,Spruce_Creek,12162021,POCIS ,123-TVFF21,TVFF21-0166,,,,NA,0.0002,NA,NA,NA,0.0069,NA,NA,NA,0.0012,0.0001,0.0243,0.0028,0.0044,NA,NA,0.0006,NA,0.0021,NA,0.0014,NA,NA,NA,NA,NA,NA,1.2081,0.0001,0,NA,0.0001,NA,NA,0.0034,NA,NA,NA,0.0033,NA,0,NA,0.0002,NA,0.0013,NA,NA,0,0.0004,NA,0.0002,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower_Warriors_Mark_Run ,Warriors_Mark_Run ,12162021,POCIS ,124-TVFF21,TVFF21-0167,,,,NA,0.0002,NA,NA,NA,0.0043,NA,NA,NA,0.0012,0.0001,0.0178,0.0019,0.0001,0,NA,0.0007,NA,0.0021,NA,0.0001,0,NA,NA,NA,NA,NA,NA,0,0,NA,0.0004,NA,NA,0.0039,NA,0,NA,0.0027,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper_Warriors_Mark_Run ,Warriors_Mark_Run ,12162021,POCIS ,125-TVFF21,TVFF21-0168,,,,NA,0.0003,NA,NA,NA,0.0042,NA,NA,NA,0.0001,NA,0.017,0.0021,0.0001,NA,NA,0.0006,NA,0.0022,NA,0.0001,NA,NA,NA,NA,NA,NA,NA,0.0001,0,NA,0.0004,NA,0.0005,0.0016,NA,0.8401,NA,0.0001,NA,NA,0.0001,NA,NA,0.0011,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith_Nelson,Warriors_Mark_Run ,12162021,POCIS ,126-TVFF21,TVFF21-0169,,,,NA,0.0009,NA,NA,NA,0.0052,NA,NA,NA,0.001,0,0.0144,0,0.0001,NA,NA,0.0004,0.2321,0.0045,NA,NA,NA,0,NA,NA,NA,NA,0.0011,0.0002,NA,NA,0.0003,0.3966,0.0006,0.0002,NA,NA,NA,0.0016,NA,0.0001,0.0006,NA,NA,0.0023,NA,NA,NA,NA,NA,0.0001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_By_Bridge ,Halfmoon_Creek ,12162021,POCIS ,127-TVFF21,TVFF21-0170,,,,NA,0.0019,NA,NA,NA,0.093,NA,NA,NA,0.001,0.0001,0.0118,0.0226,0,0,NA,0.0006,0.2298,0.0015,NA,NA,0,NA,NA,NA,NA,NA,0.001,NA,NA,NA,NA,0.3978,0.0003,0.0002,NA,NA,NA,0.0018,NA,NA,NA,0.0027,NA,0.0115,NA,NA,NA,0.0177,NA,0.0008,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loville,Halfmoon_Creek ,12162021,POCIS ,128-TVFF21,TVFF21-0171,,,,NA,0.0021,NA,NA,NA,0.0077,NA,NA,NA,0.0001,NA,0.0153,NA,0.0001,NA,NA,0.0005,NA,0.0029,NA,NA,NA,NA,1.0103,NA,NA,NA,0.0012,0.0001,0,NA,NA,NA,0.0009,0.0001,NA,NA,NA,0.0001,NA,0,NA,NA,NA,0.0039,NA,NA,NA,NA,NA,0.0001,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halfmoon_Creek_After_Confluence ,Halfmoon_Creek ,12162021,POCIS ,129-TVFF21,TVFF21-0172,,,,NA,0.0019,NA,NA,NA,0.082,NA,NA,NA,0.0009,NA,0.0135,0.019,0,0,NA,0.0006,NA,0.0019,NA,NA,0,NA,NA,NA,NA,NA,0.0013,0.0002,NA,NA,NA,0.3976,0.0004,0,NA,NA,NA,0.0001,NA,0,NA,0.002,NA,0.0109,NA,NA,NA,0.0001,NA,0.0011,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feild_Blank12162021,All_Sites ,12162021,POCIS ,130-TVFF21,TVFF21-0173,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
